vulnerability_id,crate_name,year,path_to_crate,is_vulnerability,granularity,cwe_types,lines_of_code,sample_dir
vuln-0034,rusqlite,2020,vuln-0034/sample-00034-crate,True,crate,['CWE-416'],13871,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0034/sample-00034-crate
vuln-0034,rusqlite,2020,vuln-0034/sample-10034-crate,False,crate,[],14364,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0034/sample-10034-crate
vuln-0035,rusqlite,2020,vuln-0035/sample-00035-crate,True,crate,['CWE-362'],13871,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0035/sample-00035-crate
vuln-0035,rusqlite,2020,vuln-0035/sample-10035-crate,False,crate,[],14364,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0035/sample-10035-crate
vuln-0036,rusqlite,2020,vuln-0036/sample-00036-crate,True,crate,['CWE-351'],13795,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0036/sample-00036-crate
vuln-0036,rusqlite,2020,vuln-0036/sample-10036-crate,False,crate,[],13871,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0036/sample-10036-crate
vuln-0037,rusqlite,2020,vuln-0037/sample-00037-crate,True,crate,['CWE-416'],13795,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0037/sample-00037-crate
vuln-0037,rusqlite,2020,vuln-0037/sample-10037-crate,False,crate,[],14364,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0037/sample-10037-crate
vuln-0038,scanner,2019,vuln-0038/sample-00038-crate,True,crate,['CWE-125'],807,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0038/sample-00038-crate
vuln-0038,scanner,2019,vuln-0038/sample-00038-function,True,function,['CWE-125'],26,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0038/sample-00038-function
vuln-0039,smallvec,2019,vuln-0039/sample-00039-crate,True,crate,['CWE-787'],2314,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0039/sample-00039-crate
vuln-0039,smallvec,2019,vuln-0039/sample-00039-function,True,function,['CWE-787'],253,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0039/sample-00039-function
vuln-0039,smallvec,2019,vuln-0039/sample-10039-crate,False,crate,[],2360,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0039/sample-10039-crate
vuln-0039,smallvec,2019,vuln-0039/sample-10039-function,False,function,[],259,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0039/sample-10039-function
vuln-0040,mp3-metadata,2025,vuln-0040/sample-00040-crate,True,crate,['CWE-119'],1599,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0040/sample-00040-crate
vuln-0040,mp3-metadata,2025,vuln-0040/sample-00040-function,True,function,['CWE-119'],1350,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0040/sample-00040-function
vuln-0040,mp3-metadata,2025,vuln-0040/sample-10040-crate,False,crate,[],1624,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0040/sample-10040-crate
vuln-0040,mp3-metadata,2025,vuln-0040/sample-10040-function,False,function,[],1350,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0040/sample-10040-function
vuln-0041,xmas-elf,2025,vuln-0041/sample-00041-crate,True,crate,['CWE-125'],2184,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0041/sample-00041-crate
vuln-0041,xmas-elf,2025,vuln-0041/sample-00041-function,True,function,['CWE-125'],26,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0041/sample-00041-function
vuln-0041,xmas-elf,2025,vuln-0041/sample-10041-crate,False,crate,[],2204,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0041/sample-10041-crate
vuln-0041,xmas-elf,2025,vuln-0041/sample-10041-function,False,function,[],34,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0041/sample-10041-function
vuln-0042,fast-float,2025,vuln-0042/sample-00042-crate,True,crate,['CWE-119'],2046,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0042/sample-00042-crate
vuln-0042,fast-float,2025,vuln-0042/sample-00042-file,True,file,['CWE-119'],297,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0042/sample-00042-file
vuln-0042,fast-float,2025,vuln-0042/sample-00042-function,True,function,['CWE-119'],16,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0042/sample-00042-function
vuln-0042,fast-float,2025,vuln-0042/sample-10042-crate,False,crate,[],2150,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0042/sample-10042-crate
vuln-0042,fast-float,2025,vuln-0042/sample-10042-file,False,file,[],360,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0042/sample-10042-file
vuln-0042,fast-float,2025,vuln-0042/sample-10042-function,False,function,[],96,/Users/tareknasser/Documents/workspace/sfu/mizan/rust-mizan/samples/vuln-0042/sample-10042-function
